table_schema,table_name,column_name,ordinal_position,data_type,is_nullable,column_default,character_maximum_length,numeric_precision,numeric_scale
public,resource_attributes_aud,rev,3,bigint,NO,,,64.0,0.0
public,resource_attributes_aud,revend,4,bigint,YES,,,64.0,0.0
public,resource_attributes_aud,revtype,5,smallint,YES,,,16.0,0.0
public,resource_aud,id,1,bigint,NO,,,64.0,0.0
public,resource_aud,name,2,character varying,YES,,255.0,,
public,resource_aud,created_on,3,timestamp without time zone,YES,,,,
public,resource_aud,category,4,character varying,YES,,255.0,,
public,resource_aud,ext_system,5,character varying,YES,,255.0,,
public,resource_aud,ext_object,6,character varying,YES,,255.0,,
public,resource_aud,ext_identifier,7,character varying,YES,,255.0,,
public,resource_aud,image_guid,8,character varying,YES,,255.0,,
public,resource_aud,owning_facility_id,9,bigint,YES,,,64.0,0.0
public,resource_aud,created_by_id,10,bigint,YES,,,64.0,0.0
public,resource_aud,rev,11,bigint,NO,,,64.0,0.0
public,resource_aud,revend,12,bigint,YES,,,64.0,0.0
public,resource_aud,revtype,13,smallint,NO,,,16.0,0.0
public,resource_aud,created_by_user,14,character varying,YES,,50.0,,
public,resource_aud,created_date,15,timestamp without time zone,YES,now(),,,
public,resource_aud,last_modified_by,16,character varying,YES,,50.0,,
public,resource_aud,last_modified_date,17,timestamp without time zone,YES,,,,
public,resource_aud,system_id,18,bigint,YES,,,64.0,0.0
public,resource_aud,predefined_type,19,character varying,YES,,255.0,,
public,resource_aud,description_txt,20,text,YES,,,,
public,resource_documents,documents_id,1,bigint,NO,,,64.0,0.0
public,resource_documents,resources_id,2,bigint,NO,,,64.0,0.0
public,resource_documents_aud,resources_id,1,bigint,NO,,,64.0,0.0
public,resource_documents_aud,documents_id,2,bigint,NO,,,64.0,0.0
public,resource_documents_aud,rev,3,bigint,NO,,,64.0,0.0
public,resource_documents_aud,revend,4,bigint,YES,,,64.0,0.0
public,resource_documents_aud,revtype,5,smallint,YES,,,16.0,0.0
public,resource_impacts,impacts_id,1,bigint,NO,,,64.0,0.0
public,resource_impacts,resources_id,2,bigint,NO,,,64.0,0.0
public,resource_impacts_aud,resources_id,1,bigint,NO,,,64.0,0.0
public,resource_impacts_aud,impacts_id,2,bigint,NO,,,64.0,0.0
public,resource_impacts_aud,rev,3,bigint,NO,,,64.0,0.0
public,resource_impacts_aud,revend,4,bigint,YES,,,64.0,0.0
public,resource_impacts_aud,revtype,5,smallint,YES,,,16.0,0.0
public,revinfo,rev,1,bigint,NO,nextval('revinfo_rev_seq'::regclass),,64.0,0.0
public,revinfo,revtstmp,2,bigint,YES,,,64.0,0.0
public,revision_lookup,id,1,bigint,NO,nextval('revision_lookup_id_seq'::regclass),,64.0,0.0
public,revision_lookup,tag,2,character varying,NO,,255.0,,
public,revision_lookup,entity_type,3,character varying,NO,,255.0,,
public,revision_lookup,object_id,4,bigint,NO,,,64.0,0.0
public,revision_lookup,revision_id,5,bigint,NO,,,64.0,0.0
public,revision_lookup,facility_id,6,bigint,NO,,,64.0,0.0
public,search_entity,id,1,bigint,NO,,,64.0,0.0
public,search_entity,entity_name,2,character varying,YES,,255.0,,
public,search_entity,entity_id,3,bigint,YES,,,64.0,0.0
public,search_entity,entity_type,4,character varying,YES,,255.0,,
public,search_entity,attributes,5,jsonb,YES,,,,
public,search_entity,vector,6,text,YES,,,,
public,search_entity,system_id,7,bigint,YES,,,64.0,0.0
public,search_entity,owning_facility_id,8,bigint,YES,,,64.0,0.0
public,search_entity,model_id,9,bigint,YES,,,64.0,0.0
public,search_entity,project_id,10,bigint,YES,,,64.0,0.0
public,sla_time_config,id,1,bigint,NO,nextval('sla_time_config_id_seq'::regclass),,64.0,0.0
public,sla_time_config,monday_from,2,bigint,YES,,,64.0,0.0
public,sla_time_config,monday_to,3,bigint,YES,,,64.0,0.0
public,sla_time_config,tuesday_from,4,bigint,YES,,,64.0,0.0
public,sla_time_config,tuesday_to,5,bigint,YES,,,64.0,0.0
public,sla_time_config,wednesday_from,6,bigint,YES,,,64.0,0.0
public,sla_time_config,wednesday_to,7,bigint,YES,,,64.0,0.0
public,sla_time_config,thursday_from,8,bigint,YES,,,64.0,0.0
public,sla_time_config,thursday_to,9,bigint,YES,,,64.0,0.0
public,sla_time_config,friday_from,10,bigint,YES,,,64.0,0.0
public,sla_time_config,friday_to,11,bigint,YES,,,64.0,0.0
public,sla_time_config,saturday_from,12,bigint,YES,,,64.0,0.0
public,sla_time_config,saturday_to,13,bigint,YES,,,64.0,0.0
public,sla_time_config,sunday_from,14,bigint,YES,,,64.0,0.0
public,sla_time_config,sunday_to,15,bigint,YES,,,64.0,0.0
public,sla_time_config,default_holiday_from,16,bigint,YES,,,64.0,0.0
public,sla_time_config,default_holiday_to,17,bigint,YES,,,64.0,0.0
public,sla_time_config,valid_from,18,timestamp without time zone,YES,now(),,,
public,sla_time_config,valid_to,19,timestamp without time zone,YES,,,,
public,sla_time_config,project_id,20,bigint,NO,,,64.0,0.0
public,sla_time_config,created_by_user,21,character varying,YES,,50.0,,
public,sla_time_config,created_date,22,timestamp without time zone,YES,now(),,,
public,sla_time_config,last_modified_by,23,character varying,YES,,50.0,,
public,sla_time_config,last_modified_date,24,timestamp without time zone,YES,,,,
public,sla_time_exception,id,1,bigint,NO,nextval('sla_time_exception_id_seq'::regclass),,64.0,0.0
public,sla_time_exception,date,2,date,NO,,,,
public,sla_time_exception,name,3,character varying,NO,,255.0,,
public,sla_time_exception,exception_from,4,bigint,YES,,,64.0,0.0
public,sla_time_exception,exception_to,5,bigint,YES,,,64.0,0.0
public,sla_time_exception,project_id,6,bigint,NO,,,64.0,0.0
public,sla_time_exception,created_by_user,7,character varying,YES,,50.0,,
public,sla_time_exception,created_date,8,timestamp without time zone,YES,now(),,,
public,sla_time_exception,last_modified_by,9,character varying,YES,,50.0,,
public,sla_time_exception,last_modified_date,10,timestamp without time zone,YES,,,,
public,smart_data_preference,id,1,bigint,NO,,,64.0,0.0
public,smart_data_preference,type,2,character varying,NO,,255.0,,
public,smart_data_preference,target_id,3,bigint,NO,,,64.0,0.0
public,smart_data_preference,source_id,4,bigint,NO,,,64.0,0.0
public,smart_data_preference,jhi_value,5,character varying,NO,,255.0,,
public,smart_data_preference,owning_facility_id,6,bigint,NO,,,64.0,0.0
public,space,id,1,bigint,NO,,,64.0,0.0
public,space,name,2,character varying,NO,,255.0,,
public,space,created_on,3,timestamp without time zone,YES,,,,
public,space,ext_system,4,character varying,YES,,255.0,,
public,space,ext_object,5,character varying,YES,,255.0,,
public,space,ext_identifier,6,character varying,YES,,255.0,,
public,space,category,7,character varying,YES,,255.0,,
public,space,room_tag,8,character varying,YES,,255.0,,
public,space,gross_area,9,numeric,YES,,,,
public,space,net_area,10,numeric,YES,,,,
public,space,usable_height,11,numeric,YES,,,,
public,space,image_guid,12,character varying,YES,,255.0,,
public,space,owning_facility_id,13,bigint,NO,,,64.0,0.0
public,space,created_by_id,14,bigint,YES,,,64.0,0.0
public,space,floor_id,15,bigint,NO,,,64.0,0.0
public,space,parent_id,16,bigint,YES,,,64.0,0.0
public,space,ifc_reference,17,character varying,YES,,255.0,,
public,space,created_by_user,18,character varying,YES,,50.0,,
public,space,created_date,19,timestamp without time zone,YES,now(),,,
public,space,last_modified_by,20,character varying,YES,,50.0,,
public,space,last_modified_date,21,timestamp without time zone,YES,,,,
public,space,jhi_version,22,bigint,YES,,,64.0,0.0
public,space,predefined_type,23,character varying,YES,,255.0,,
public,space,model_id,24,bigint,YES,,,64.0,0.0
public,space,description_txt,25,text,YES,,,,
public,space_attributes,attributes_id,1,bigint,NO,,,64.0,0.0
public,space_attributes,spaces_id,2,bigint,NO,,,64.0,0.0
public,space_attributes_aud,spaces_id,1,bigint,NO,,,64.0,0.0
public,space_attributes_aud,attributes_id,2,bigint,NO,,,64.0,0.0
public,space_attributes_aud,rev,3,bigint,NO,,,64.0,0.0
public,space_attributes_aud,revend,4,bigint,YES,,,64.0,0.0
public,space_attributes_aud,revtype,5,smallint,YES,,,16.0,0.0
public,space_aud,id,1,bigint,NO,,,64.0,0.0
public,space_aud,name,2,character varying,YES,,255.0,,
public,space_aud,created_on,3,timestamp without time zone,YES,,,,
public,space_aud,ext_system,4,character varying,YES,,255.0,,
public,space_aud,ext_object,5,character varying,YES,,255.0,,
public,space_aud,ext_identifier,6,character varying,YES,,255.0,,
public,space_aud,category,7,character varying,YES,,255.0,,
public,space_aud,room_tag,8,character varying,YES,,255.0,,
public,space_aud,gross_area,9,numeric,YES,,,,
public,space_aud,net_area,10,numeric,YES,,,,
public,space_aud,usable_height,11,numeric,YES,,,,
public,space_aud,ifc_reference,12,character varying,YES,,255.0,,
public,space_aud,image_guid,13,character varying,YES,,255.0,,
public,space_aud,owning_facility_id,14,bigint,YES,,,64.0,0.0
public,space_aud,created_by_id,15,bigint,YES,,,64.0,0.0
public,space_aud,floor_id,16,bigint,YES,,,64.0,0.0
public,space_aud,parent_id,17,bigint,YES,,,64.0,0.0
public,space_aud,rev,18,bigint,NO,,,64.0,0.0
public,space_aud,revend,19,bigint,YES,,,64.0,0.0
public,space_aud,revtype,20,smallint,NO,,,16.0,0.0
public,space_aud,created_by_user,21,character varying,YES,,50.0,,
public,space_aud,created_date,22,timestamp without time zone,YES,now(),,,
public,space_aud,last_modified_by,23,character varying,YES,,50.0,,
public,space_aud,last_modified_date,24,timestamp without time zone,YES,,,,
public,space_aud,predefined_type,25,character varying,YES,,255.0,,
public,space_aud,description_txt,26,text,YES,,,,
public,space_components,components_id,1,bigint,NO,,,64.0,0.0
public,space_components,spaces_id,2,bigint,NO,,,64.0,0.0
public,space_components_aud,spaces_id,1,bigint,NO,,,64.0,0.0
public,space_components_aud,components_id,2,bigint,NO,,,64.0,0.0
public,space_components_aud,rev,3,bigint,NO,,,64.0,0.0
public,space_components_aud,revend,4,bigint,YES,,,64.0,0.0
public,space_components_aud,revtype,5,smallint,YES,,,16.0,0.0
public,space_documents,documents_id,1,bigint,NO,,,64.0,0.0
public,space_documents,spaces_id,2,bigint,NO,,,64.0,0.0
public,space_documents_aud,spaces_id,1,bigint,NO,,,64.0,0.0
public,space_documents_aud,documents_id,2,bigint,NO,,,64.0,0.0
public,space_documents_aud,rev,3,bigint,NO,,,64.0,0.0
public,space_documents_aud,revend,4,bigint,YES,,,64.0,0.0
public,space_documents_aud,revtype,5,smallint,YES,,,16.0,0.0
public,space_impacts,impacts_id,1,bigint,NO,,,64.0,0.0
public,space_impacts,spaces_id,2,bigint,NO,,,64.0,0.0
public,space_impacts_aud,spaces_id,1,bigint,NO,,,64.0,0.0
public,space_impacts_aud,impacts_id,2,bigint,NO,,,64.0,0.0
public,space_impacts_aud,rev,3,bigint,NO,,,64.0,0.0
public,space_impacts_aud,revend,4,bigint,YES,,,64.0,0.0
public,space_impacts_aud,revtype,5,smallint,YES,,,16.0,0.0
public,space_zones,zones_id,1,bigint,NO,,,64.0,0.0
public,space_zones,spaces_id,2,bigint,NO,,,64.0,0.0
public,space_zones_aud,spaces_id,1,bigint,NO,,,64.0,0.0
public,space_zones_aud,zones_id,2,bigint,NO,,,64.0,0.0
public,space_zones_aud,rev,3,bigint,NO,,,64.0,0.0
public,space_zones_aud,revend,4,bigint,YES,,,64.0,0.0
public,space_zones_aud,revtype,5,smallint,YES,,,16.0,0.0
public,spare,id,1,bigint,NO,,,64.0,0.0
public,spare,name,2,character varying,NO,,255.0,,
public,spare,created_on,3,timestamp without time zone,YES,,,,
public,spare,category,4,character varying,YES,,255.0,,
public,spare,ext_system,5,character varying,YES,,255.0,,
public,spare,ext_object,6,character varying,YES,,255.0,,
public,spare,ext_identifier,7,character varying,YES,,255.0,,
public,spare,set_number,8,character varying,YES,,255.0,,
public,spare,part_number,9,character varying,YES,,255.0,,
public,spare,image_guid,10,character varying,YES,,255.0,,
public,spare,owning_facility_id,11,bigint,NO,,,64.0,0.0
public,spare,created_by_id,12,bigint,YES,,,64.0,0.0
public,spare,created_by_user,13,character varying,YES,,50.0,,
public,spare,created_date,14,timestamp without time zone,YES,now(),,,
public,spare,last_modified_by,15,character varying,YES,,50.0,,
public,spare,last_modified_date,16,timestamp without time zone,YES,,,,
public,spare,jhi_version,17,bigint,YES,,,64.0,0.0
public,spare,system_id,18,bigint,YES,,,64.0,0.0
public,spare,predefined_type,19,character varying,YES,,255.0,,
public,spare,model_id,20,bigint,YES,,,64.0,0.0
public,spare,description_txt,21,text,YES,,,,
public,spare_attributes,attributes_id,1,bigint,NO,,,64.0,0.0
public,spare_attributes,spares_id,2,bigint,NO,,,64.0,0.0
public,spare_attributes_aud,spares_id,1,bigint,NO,,,64.0,0.0
public,spare_attributes_aud,attributes_id,2,bigint,NO,,,64.0,0.0
public,spare_attributes_aud,rev,3,bigint,NO,,,64.0,0.0
public,spare_attributes_aud,revend,4,bigint,YES,,,64.0,0.0
public,spare_attributes_aud,revtype,5,smallint,YES,,,16.0,0.0
public,spare_aud,id,1,bigint,NO,,,64.0,0.0
public,spare_aud,name,2,character varying,YES,,255.0,,
public,spare_aud,created_on,3,timestamp without time zone,YES,,,,
public,spare_aud,category,4,character varying,YES,,255.0,,
public,spare_aud,ext_system,5,character varying,YES,,255.0,,
public,spare_aud,ext_object,6,character varying,YES,,255.0,,
public,spare_aud,ext_identifier,7,character varying,YES,,255.0,,
public,spare_aud,set_number,8,character varying,YES,,255.0,,
public,spare_aud,part_number,9,character varying,YES,,255.0,,
public,spare_aud,image_guid,10,character varying,YES,,255.0,,
public,spare_aud,owning_facility_id,11,bigint,YES,,,64.0,0.0
public,spare_aud,created_by_id,12,bigint,YES,,,64.0,0.0
public,spare_aud,rev,13,bigint,NO,,,64.0,0.0
public,spare_aud,revend,14,bigint,YES,,,64.0,0.0
public,spare_aud,revtype,15,smallint,NO,,,16.0,0.0
public,spare_aud,created_by_user,16,character varying,YES,,50.0,,
public,spare_aud,created_date,17,timestamp without time zone,YES,now(),,,
public,spare_aud,last_modified_by,18,character varying,YES,,50.0,,
public,spare_aud,last_modified_date,19,timestamp without time zone,YES,,,,
public,spare_aud,system_id,20,bigint,YES,,,64.0,0.0
public,spare_aud,predefined_type,21,character varying,YES,,255.0,,
public,spare_aud,description_txt,22,text,YES,,,,
public,spare_documents,documents_id,1,bigint,NO,,,64.0,0.0
public,spare_documents,spares_id,2,bigint,NO,,,64.0,0.0
public,spare_documents_aud,spares_id,1,bigint,NO,,,64.0,0.0
public,spare_documents_aud,documents_id,2,bigint,NO,,,64.0,0.0
public,spare_documents_aud,rev,3,bigint,NO,,,64.0,0.0
public,spare_documents_aud,revend,4,bigint,YES,,,64.0,0.0
public,spare_documents_aud,revtype,5,smallint,YES,,,16.0,0.0
public,spare_impacts,impacts_id,1,bigint,NO,,,64.0,0.0
public,spare_impacts,spares_id,2,bigint,NO,,,64.0,0.0
public,spare_impacts_aud,spares_id,1,bigint,NO,,,64.0,0.0
public,spare_impacts_aud,impacts_id,2,bigint,NO,,,64.0,0.0
public,spare_impacts_aud,rev,3,bigint,NO,,,64.0,0.0
public,spare_impacts_aud,revend,4,bigint,YES,,,64.0,0.0
public,spare_impacts_aud,revtype,5,smallint,YES,,,16.0,0.0
public,spare_suppliers,suppliers_id,1,bigint,NO,,,64.0,0.0
public,spare_suppliers,spares_id,2,bigint,NO,,,64.0,0.0
public,spare_suppliers_aud,spares_id,1,bigint,NO,,,64.0,0.0
public,spare_suppliers_aud,suppliers_id,2,bigint,NO,,,64.0,0.0
public,spare_suppliers_aud,rev,3,bigint,NO,,,64.0,0.0
public,spare_suppliers_aud,revend,4,bigint,YES,,,64.0,0.0
public,spare_suppliers_aud,revtype,5,smallint,YES,,,16.0,0.0
public,sub_project,id,1,bigint,NO,,,64.0,0.0
public,sub_project,name,2,character varying,NO,,255.0,,
public,sub_project,description,3,character varying,YES,,255.0,,
public,sub_project,status,4,bigint,NO,,,64.0,0.0
public,sub_project,contact_id,5,bigint,YES,,,64.0,0.0
public,sub_project,project_id,6,bigint,NO,,,64.0,0.0
public,sub_project,created_by_user,7,character varying,YES,,50.0,,
public,sub_project,created_date,8,timestamp without time zone,YES,now(),,,
public,sub_project,last_modified_by,9,character varying,YES,,50.0,,
public,sub_project,last_modified_date,10,timestamp without time zone,YES,,,,
public,sub_project_contacts,contacts_id,1,bigint,NO,,,64.0,0.0
public,sub_project_contacts,sub_projects_id,2,bigint,NO,,,64.0,0.0
public,supplementary_agreement,id,1,bigint,NO,,,64.0,0.0
public,supplementary_agreement,created_on,2,timestamp without time zone,YES,,,,
public,supplementary_agreement,description,3,character varying,NO,,255.0,,
public,supplementary_agreement,contract_number,4,character varying,NO,,255.0,,
public,supplementary_agreement,contract_date,5,date,YES,,,,
public,supplementary_agreement,offer_number,6,character varying,YES,,255.0,,
public,supplementary_agreement,offer_date,7,date,YES,,,,
public,supplementary_agreement,offer_sum,8,numeric,YES,,,21.0,2.0
public,supplementary_agreement,basic_billing,9,character varying,YES,,255.0,,
public,supplementary_agreement,created_by_id,10,bigint,YES,,,64.0,0.0
public,supplementary_agreement,contract_id,11,bigint,NO,,,64.0,0.0
public,supplementary_agreement,created_by_user,12,character varying,YES,,50.0,,
public,supplementary_agreement,created_date,13,timestamp without time zone,YES,now(),,,
public,supplementary_agreement,last_modified_by,14,character varying,YES,,50.0,,
public,supplementary_agreement,last_modified_date,15,timestamp without time zone,YES,,,,
